Event IDs;Stream of Trials;Time onsets;Time offsets;Stimulus;Conflicts
139;3;206554;208040;s1;False
161;1;207368;208656;s2;False
140;4;208040;209526;s1;False
162;6;208656;209944;s2;False
141;9;209526;211012;s1;False
163;2;209944;211232;s2;False
142;3;211012;212498;s1;True
164;1;211232;212520;s2;True
143;6;212498;213984;s1;False
165;5;212520;213808;s2;False
166;3;213808;215096;s2;False
144;8;213984;215470;s1;False
167;4;215096;216384;s2;False
145;3;215470;216956;s1;False
168;1;216384;217672;s2;False
146;2;216956;218442;s1;False
169;9;217672;218960;s2;False
147;4;218442;219928;s1;True
170;3;218960;220248;s2;True
148;9;219928;221414;s1;False
171;2;220248;221536;s2;False
149;6;221414;222900;s1;False
172;3;221536;222824;s2;False
173;9;222824;224112;s2;True
150;5;222900;224386;s1;True
174;8;224112;225400;s2;False
151;1;224386;225872;s1;False
175;6;225400;226688;s2;False
152;4;225872;227358;s1;True
176;8;226688;227976;s2;True
153;5;227358;228844;s1;False
177;3;227976;229264;s2;False
154;4;228844;230330;s1;False
178;6;229264;230552;s2;False
155;1;230330;231816;s1;False
179;4;230552;231840;s2;False
156;8;231816;233302;s1;False
180;2;231840;233128;s2;False
181;1;233128;234416;s2;False
157;2;233302;234788;s1;False
182;5;234416;235704;s2;False
158;3;234788;236274;s1;False
183;8;235704;236992;s2;False
159;1;236274;237760;s1;True
184;2;236992;238280;s2;True
160;5;237760;239246;s1;False
185;9;238280;239568;s2;False
161;4;239246;240732;s1;False
186;8;239568;240856;s2;False
162;5;240732;242218;s1;True
187;2;240856;242144;s2;True
188;3;242144;243432;s2;False
163;8;242218;243704;s1;False
189;5;243432;244720;s2;False
164;6;243704;245190;s1;False
190;3;244720;246008;s2;True
165;1;245190;246676;s1;True
191;4;246008;247296;s2;False
166;9;246676;248162;s1;False
192;2;247296;248584;s2;False
167;3;248162;249648;s1;False
193;4;248584;249872;s2;False
168;1;249648;251134;s1;False
194;3;249872;251160;s2;False
169;6;251134;252620;s1;False
195;5;251160;252448;s2;False
196;4;252448;253736;s2;True
170;2;252620;254106;s1;True
197;6;253736;255024;s2;False
171;8;254106;255592;s1;False
198;1;255024;256312;s2;False
172;5;255592;257078;s1;False
199;8;256312;257600;s2;False
173;2;257078;258564;s1;False
200;9;257600;258888;s2;True
174;1;258564;260050;s1;True
201;5;258888;260176;s2;False
175;3;260050;261536;s1;False
202;6;260176;261464;s2;False
203;1;261464;262752;s2;False
176;6;261536;263022;s1;False
204;9;262752;264040;s2;False
177;1;263022;264508;s1;False
205;2;264040;265328;s2;False
178;4;264508;265994;s1;False
206;3;265328;266616;s2;False
179;1;265994;267480;s1;True
207;2;266616;267904;s2;True
180;9;267480;268966;s1;False
208;5;267904;269192;s2;False
181;3;268966;270452;s1;False
209;2;269192;270480;s2;False
182;5;270452;271938;s1;False
210;8;270480;271768;s2;False
211;3;271768;273056;s2;False
183;2;271938;273424;s1;False
212;4;273056;274344;s2;False
184;9;273424;274910;s1;False
213;1;274344;275632;s2;False
185;2;274910;276396;s1;False
214;6;275632;276920;s2;False
186;3;276396;277882;s1;False
215;9;276920;278208;s2;False
187;6;277882;279368;s1;False
216;3;278208;279496;s2;False
188;8;279368;280854;s1;True
217;4;279496;280784;s2;True
218;9;280784;282072;s2;False
189;1;280854;282340;s1;False
219;6;282072;283360;s2;False
190;4;282340;283826;s1;False
220;1;283360;284648;s2;False
191;8;283826;285312;s1;False
221;4;284648;285936;s2;False
192;5;285312;286798;s1;False
222;2;285936;287224;s2;False
193;3;286798;288284;s1;False
223;8;287224;288512;s2;False
194;4;288284;289770;s1;False
224;3;288512;289800;s2;False
195;5;289770;291256;s1;True
225;4;289800;291088;s2;False
226;8;291088;292376;s2;True
196;1;291256;292742;s1;True
227;3;292376;293664;s2;True
197;9;292742;294228;s1;False
228;5;293664;294952;s2;False
198;8;294228;295714;s1;False
229;4;294952;296240;s2;True
199;6;295714;297200;s1;True
230;8;296240;297528;s2;False
231;9;297528;298816;s2;False
