Event IDs;Stream of Trials;Time onsets;Time offsets;Stimulus;Conflicts
184;2;273424;274910;s1;False
213;4;274344;275632;s2;False
185;1;274910;276396;s1;False
214;3;275632;276920;s2;True
186;9;276396;277882;s1;True
215;8;276920;278208;s2;False
187;5;277882;279368;s1;False
216;6;278208;279496;s2;False
188;9;279368;280854;s1;True
217;3;279496;280784;s2;False
218;2;280784;282072;s2;True
189;4;280854;282340;s1;False
219;5;282072;283360;s2;False
190;8;282340;283826;s1;True
220;2;283360;284648;s2;True
191;3;283826;285312;s1;False
221;4;284648;285936;s2;False
192;6;285312;286798;s1;True
222;1;285936;287224;s2;True
193;8;286798;288284;s1;True
223;2;287224;288512;s2;True
194;5;288284;289770;s1;True
224;3;288512;289800;s2;True
195;6;289770;291256;s1;False
225;2;289800;291088;s2;False
226;1;291088;292376;s2;False
196;8;291256;292742;s1;False
227;6;292376;293664;s2;False
197;9;292742;294228;s1;False
228;2;293664;294952;s2;True
198;1;294228;295714;s1;True
229;3;294952;296240;s2;True
199;4;295714;297200;s1;True
230;9;296240;297528;s2;False
231;8;297528;298816;s2;False
