Event IDs;Stream of Trials;Time onsets;Time offsets;Stimulus;Conflicts
104;5;133952;135240;s2;True
91;6;135226;136712;s1;True
105;4;135240;136528;s2;False
106;3;136528;137816;s2;True
92;8;136712;138198;s1;True
107;2;137816;139104;s2;True
93;4;138198;139684;s1;True
108;3;139104;140392;s2;False
94;6;139684;141170;s1;True
109;5;140392;141680;s2;True
95;3;141170;142656;s1;False
110;8;141680;142968;s2;False
96;6;142656;144142;s1;False
111;5;142968;144256;s2;False
97;4;144142;145628;s1;False
112;3;144256;145544;s2;False
113;6;145544;146832;s2;False
98;3;145628;147114;s1;False
114;5;146832;148120;s2;False
99;1;147114;148600;s1;False
115;4;148120;149408;s2;False
100;5;148600;150086;s1;False
116;2;149408;150696;s2;False
101;8;150086;151572;s1;False
117;9;150696;151984;s2;False
102;2;151572;153058;s1;False
118;8;151984;153272;s2;False
103;9;153058;154544;s1;False
119;1;153272;154560;s2;False
104;5;154544;156030;s1;False
120;3;154560;155848;s2;False
121;6;155848;157136;s2;False
105;2;156030;157516;s1;False
122;8;157136;158424;s2;False
106;9;157516;159002;s1;False
123;1;158424;159712;s2;False
107;3;159002;160488;s1;False
124;2;159712;161000;s2;False
108;1;160488;161974;s1;False
125;9;161000;162288;s2;False
109;4;161974;163460;s1;False
126;5;162288;163576;s2;False
110;3;163460;164946;s1;True
127;4;163576;164864;s2;False
128;8;164864;166152;s2;True
111;6;164946;166432;s1;False
129;9;166152;167440;s2;False
112;5;166432;167918;s1;True
130;1;167440;168728;s2;True
113;3;167918;169404;s1;False
131;4;168728;170016;s2;False
114;8;169404;170890;s1;False
132;6;170016;171304;s2;False
115;9;170890;172376;s1;True
133;1;171304;172592;s2;True
116;4;172376;173862;s1;False
134;2;172592;173880;s2;False
117;6;173862;175348;s1;False
135;3;173880;175168;s2;False
136;4;175168;176456;s2;True
118;5;175348;176834;s1;True
137;1;176456;177744;s2;False
119;9;176834;178320;s1;False
138;4;177744;179032;s2;False
120;1;178320;179806;s1;False
139;5;179032;180320;s2;False
121;8;179806;181292;s1;False
140;9;180320;181608;s2;False
122;6;181292;182778;s1;False
141;5;181608;182896;s2;True
123;3;182778;184264;s1;True
142;8;182896;184184;s2;False
143;6;184184;185472;s2;False
124;4;184264;185750;s1;False
144;2;185472;186760;s2;True
125;5;185750;187236;s1;True
145;3;186760;188048;s2;False
126;9;187236;188722;s1;False
146;1;188048;189336;s2;False
127;2;188722;190208;s1;False
147;4;189336;190624;s2;False
128;8;190208;191694;s1;False
148;9;190624;191912;s2;False
129;6;191694;193180;s1;False
149;8;191912;193200;s2;False
130;4;193180;194666;s1;False
150;6;193200;194488;s2;False
151;2;194488;195776;s2;False
131;3;194666;196152;s1;False
152;9;195776;197064;s2;False
132;1;196152;197638;s1;False
153;4;197064;198352;s2;False
133;5;197638;199124;s1;False
154;8;198352;199640;s2;False
134;2;199124;200610;s1;False
155;5;199640;200928;s2;False
135;9;200610;202096;s1;False
156;6;200928;202216;s2;False
136;2;202096;203582;s1;False
157;3;202216;203504;s2;False
158;1;203504;204792;s2;False
137;4;203582;205068;s1;False
159;2;204792;206080;s2;False
138;1;205068;206554;s1;False
160;9;206080;207368;s2;False
139;6;206554;208040;s1;False
161;1;207368;208656;s2;False
140;5;208040;209526;s1;True
162;4;208656;209944;s2;True
141;9;209526;211012;s1;False
163;2;209944;211232;s2;False
142;5;211012;212498;s1;False
164;3;211232;212520;s2;True
143;1;212498;213984;s1;True
165;6;212520;213808;s2;False
166;2;213808;215096;s2;True
144;4;213984;215470;s1;True
167;5;215096;216384;s2;False
145;8;215470;216956;s1;False
168;3;216384;217672;s2;False
146;2;216956;218442;s1;False
169;1;217672;218960;s2;False
147;5;218442;219928;s1;False
170;9;218960;220248;s2;False
148;6;219928;221414;s1;False
171;2;220248;221536;s2;False
149;9;221414;222900;s1;False
172;4;221536;222824;s2;False
173;5;222824;224112;s2;False
150;1;222900;224386;s1;False
174;6;224112;225400;s2;False
151;3;224386;225872;s1;False
175;8;225400;226688;s2;False
152;6;225872;227358;s1;False
176;5;226688;227976;s2;True
153;4;227358;228844;s1;True
177;6;227976;229264;s2;False
154;9;228844;230330;s1;True
178;1;229264;230552;s2;True
155;8;230330;231816;s1;False
179;3;230552;231840;s2;False
156;9;231816;233302;s1;False
180;8;231840;233128;s2;False
181;6;233128;234416;s2;True
157;1;233302;234788;s1;True
182;2;234416;235704;s2;True
158;8;234788;236274;s1;True
183;9;235704;236992;s2;False
159;3;236274;237760;s1;False
184;5;236992;238280;s2;False
160;6;237760;239246;s1;False
185;2;238280;239568;s2;False
161;9;239246;240732;s1;False
186;8;239568;240856;s2;False
162;1;240732;242218;s1;False
187;3;240856;242144;s2;False
188;9;242144;243432;s2;False
163;5;242218;243704;s1;False
189;6;243432;244720;s2;False
164;8;243704;245190;s1;False
190;1;244720;246008;s2;False
165;3;245190;246676;s1;False
191;4;246008;247296;s2;False
166;2;246676;248162;s1;False
192;3;247296;248584;s2;False
167;4;248162;249648;s1;False
193;2;248584;249872;s2;False
168;9;249648;251134;s1;False
194;6;249872;251160;s2;False
169;4;251134;252620;s1;False
195;5;251160;252448;s2;False
196;9;252448;253736;s2;False
170;5;252620;254106;s1;False
197;4;253736;255024;s2;False
171;2;254106;255592;s1;False
198;8;255024;256312;s2;False
172;6;255592;257078;s1;False
199;5;256312;257600;s2;True
173;1;257078;258564;s1;True
200;4;257600;258888;s2;False
174;3;258564;260050;s1;False
201;9;258888;260176;s2;False
175;1;260050;261536;s1;True
202;5;260176;261464;s2;False
203;8;261464;262752;s2;True
176;2;261536;263022;s1;False
204;3;262752;264040;s2;False
177;4;263022;264508;s1;False
205;1;264040;265328;s2;False
178;3;264508;265994;s1;False
206;6;265328;266616;s2;False
179;8;265994;267480;s1;False
207;2;266616;267904;s2;False
180;6;267480;268966;s1;False
208;4;267904;269192;s2;False
181;1;268966;270452;s1;False
209;6;269192;270480;s2;False
182;5;270452;271938;s1;False
210;8;270480;271768;s2;False
211;1;271768;273056;s2;False
183;9;271938;273424;s1;False
212;3;273056;274344;s2;False
184;8;273424;274910;s1;False
213;9;274344;275632;s2;False
185;4;274910;276396;s1;False
214;5;275632;276920;s2;False
186;3;276396;277882;s1;False
215;2;276920;278208;s2;False
187;1;277882;279368;s1;False
216;6;278208;279496;s2;False
188;5;279368;280854;s1;False
217;4;279496;280784;s2;False
218;8;280784;282072;s2;False
189;6;280854;282340;s1;False
219;3;282072;283360;s2;False
190;2;282340;283826;s1;False
220;4;283360;284648;s2;True
191;6;283826;285312;s1;True
221;2;284648;285936;s2;False
192;8;285312;286798;s1;False
222;9;285936;287224;s2;True
193;6;286798;288284;s1;True
223;5;287224;288512;s2;False
194;4;288284;289770;s1;False
224;3;288512;289800;s2;False
195;9;289770;291256;s1;False
225;8;289800;291088;s2;False
226;1;291088;292376;s2;False
196;2;291256;292742;s1;False
227;4;292376;293664;s2;False
197;3;292742;294228;s1;False
228;5;293664;294952;s2;False
198;6;294228;295714;s1;False
229;9;294952;296240;s2;False
199;5;295714;297200;s1;False
230;6;296240;297528;s2;False
231;2;297528;298816;s2;False
