Event IDs;Stream of Trials;Time onsets;Time offsets;Stimulus;Conflicts
82;8;105616;106904;s2;False
83;4;106904;108192;s2;False
72;9;106992;108478;s1;False
84;2;108192;109480;s2;False
73;1;108478;109964;s1;False
85;6;109480;110768;s2;False
74;4;109964;111450;s1;False
86;9;110768;112056;s2;False
75;8;111450;112936;s1;False
87;3;112056;113344;s2;False
76;2;112936;114422;s1;False
88;6;113344;114632;s2;True
77;4;114422;115908;s1;True
89;2;114632;115920;s2;False
78;1;115908;117394;s1;True
90;8;115920;117208;s2;False
91;5;117208;118496;s2;True
79;6;117394;118880;s1;False
92;4;118496;119784;s2;False
80;2;118880;120366;s1;False
93;1;119784;121072;s2;False
81;3;120366;121852;s1;False
94;9;121072;122360;s2;False
82;4;121852;123338;s1;False
95;6;122360;123648;s2;False
83;5;123338;124824;s1;False
96;3;123648;124936;s2;False
84;4;124824;126310;s1;True
97;1;124936;126224;s2;False
98;5;126224;127512;s2;True
85;1;126310;127796;s1;False
99;2;127512;128800;s2;False
86;6;127796;129282;s1;False
100;5;128800;130088;s2;True
87;9;129282;130768;s1;True
101;1;130088;131376;s2;True
88;3;130768;132254;s1;True
102;5;131376;132664;s2;False
89;9;132254;133740;s1;False
103;6;132664;133952;s2;False
90;3;133740;135226;s1;False
104;8;133952;135240;s2;False
91;9;135226;136712;s1;True
105;5;135240;136528;s2;True
106;4;136528;137816;s2;False
92;1;136712;138198;s1;False
107;6;137816;139104;s2;False
93;8;138198;139684;s1;False
108;3;139104;140392;s2;False
94;6;139684;141170;s1;False
109;1;140392;141680;s2;True
95;2;141170;142656;s1;True
110;9;141680;142968;s2;False
96;6;142656;144142;s1;False
111;5;142968;144256;s2;True
97;1;144142;145628;s1;True
112;8;144256;145544;s2;False
113;3;145544;146832;s2;False
98;4;145628;147114;s1;False
114;1;146832;148120;s2;False
99;2;147114;148600;s1;False
115;9;148120;149408;s2;False
100;8;148600;150086;s1;False
116;2;149408;150696;s2;False
101;3;150086;151572;s1;False
117;5;150696;151984;s2;False
102;9;151572;153058;s1;False
118;6;151984;153272;s2;False
103;5;153058;154544;s1;False
119;4;153272;154560;s2;False
104;2;154544;156030;s1;True
120;6;154560;155848;s2;False
121;5;155848;157136;s2;True
105;1;156030;157516;s1;False
122;8;157136;158424;s2;True
106;9;157516;159002;s1;True
123;1;158424;159712;s2;False
107;4;159002;160488;s1;False
124;3;159712;161000;s2;False
108;2;160488;161974;s1;False
125;5;161000;162288;s2;False
109;6;161974;163460;s1;False
126;2;162288;163576;s2;False
110;8;163460;164946;s1;True
127;4;163576;164864;s2;False
128;5;164864;166152;s2;True
111;1;164946;166432;s1;True
129;8;166152;167440;s2;True
112;6;166432;167918;s1;False
130;9;167440;168728;s2;False
113;3;167918;169404;s1;True
131;5;168728;170016;s2;True
114;9;169404;170890;s1;False
132;4;170016;171304;s2;False
115;8;170890;172376;s1;False
133;2;171304;172592;s2;True
116;1;172376;173862;s1;True
134;6;172592;173880;s2;False
117;3;173862;175348;s1;False
135;8;173880;175168;s2;False
136;2;175168;176456;s2;False
118;5;175348;176834;s1;False
137;6;176456;177744;s2;False
119;4;176834;178320;s1;False
138;2;177744;179032;s2;True
120;5;178320;179806;s1;True
139;1;179032;180320;s2;False
121;9;179806;181292;s1;False
140;3;180320;181608;s2;False
122;5;181292;182778;s1;False
141;4;181608;182896;s2;False
123;6;182778;184264;s1;False
142;5;182896;184184;s2;False
143;9;184184;185472;s2;False
124;3;184264;185750;s1;False
144;4;185472;186760;s2;False
125;1;185750;187236;s1;False
145;8;186760;188048;s2;False
126;4;187236;188722;s1;False
146;6;188048;189336;s2;False
127;2;188722;190208;s1;False
147;5;189336;190624;s2;False
128;6;190208;191694;s1;False
148;3;190624;191912;s2;False
129;4;191694;193180;s1;False
149;2;191912;193200;s2;False
130;8;193180;194666;s1;False
150;9;193200;194488;s2;False
151;1;194488;195776;s2;False
131;2;194666;196152;s1;False
152;8;195776;197064;s2;False
132;5;196152;197638;s1;True
153;6;197064;198352;s2;True
133;1;197638;199124;s1;True
154;8;198352;199640;s2;True
134;5;199124;200610;s1;False
155;2;199640;200928;s2;False
135;1;200610;202096;s1;False
156;4;200928;202216;s2;False
136;2;202096;203582;s1;False
157;5;202216;203504;s2;False
158;1;203504;204792;s2;False
137;3;203582;205068;s1;False
159;6;204792;206080;s2;False
138;4;205068;206554;s1;True
160;5;206080;207368;s2;True
139;2;206554;208040;s1;True
161;8;207368;208656;s2;True
140;6;208040;209526;s1;False
162;4;208656;209944;s2;False
141;1;209526;211012;s1;False
163;3;209944;211232;s2;False
142;8;211012;212498;s1;False
164;1;211232;212520;s2;False
143;4;212498;213984;s1;False
165;6;212520;213808;s2;False
166;2;213808;215096;s2;False
144;3;213984;215470;s1;False
167;8;215096;216384;s2;False
145;1;215470;216956;s1;False
168;9;216384;217672;s2;False
146;8;216956;218442;s1;False
169;5;217672;218960;s2;False
147;6;218442;219928;s1;False
170;1;218960;220248;s2;False
148;4;219928;221414;s1;False
171;3;220248;221536;s2;False
149;9;221414;222900;s1;False
172;2;221536;222824;s2;False
173;4;222824;224112;s2;False
150;2;222900;224386;s1;False
174;8;224112;225400;s2;False
151;5;224386;225872;s1;False
175;6;225400;226688;s2;False
152;4;225872;227358;s1;True
176;9;226688;227976;s2;True
153;3;227358;228844;s1;False
177;2;227976;229264;s2;False
154;8;228844;230330;s1;False
178;4;229264;230552;s2;False
155;2;230330;231816;s1;False
179;8;230552;231840;s2;False
156;9;231816;233302;s1;True
180;3;231840;233128;s2;False
181;1;233128;234416;s2;True
157;4;233302;234788;s1;False
182;8;234416;235704;s2;True
158;9;234788;236274;s1;True
183;1;235704;236992;s2;True
159;2;236274;237760;s1;True
184;8;236992;238280;s2;False
160;9;237760;239246;s1;False
185;3;238280;239568;s2;False
161;1;239246;240732;s1;False
186;4;239568;240856;s2;False
162;2;240732;242218;s1;True
187;9;240856;242144;s2;False
188;8;242144;243432;s2;True
163;4;242218;243704;s1;False
189;1;243432;244720;s2;False
164;3;243704;245190;s1;False
190;2;244720;246008;s2;False
165;4;245190;246676;s1;True
191;9;246008;247296;s2;True
166;8;246676;248162;s1;False
192;6;247296;248584;s2;False
167;2;248162;249648;s1;False
193;8;248584;249872;s2;False
168;3;249648;251134;s1;False
194;9;249872;251160;s2;False
169;4;251134;252620;s1;True
195;5;251160;252448;s2;False
196;1;252448;253736;s2;True
170;6;252620;254106;s1;False
197;3;253736;255024;s2;False
171;5;254106;255592;s1;False
198;4;255024;256312;s2;False
172;8;255592;257078;s1;False
199;9;256312;257600;s2;True
173;5;257078;258564;s1;True
200;6;257600;258888;s2;False
174;4;258564;260050;s1;False
201;3;258888;260176;s2;False
175;9;260050;261536;s1;False
202;8;260176;261464;s2;False
203;4;261464;262752;s2;False
176;6;261536;263022;s1;False
204;9;262752;264040;s2;False
177;8;263022;264508;s1;True
205;1;264040;265328;s2;True
178;3;264508;265994;s1;True
206;5;265328;266616;s2;True
179;4;265994;267480;s1;False
207;2;266616;267904;s2;False
180;3;267480;268966;s1;False
208;8;267904;269192;s2;False
181;9;268966;270452;s1;False
209;3;269192;270480;s2;False
182;8;270452;271938;s1;False
210;4;270480;271768;s2;False
211;9;271768;273056;s2;False
183;2;271938;273424;s1;False
212;5;273056;274344;s2;False
184;8;273424;274910;s1;False
213;9;274344;275632;s2;True
185;1;274910;276396;s1;True
214;2;275632;276920;s2;False
186;4;276396;277882;s1;True
215;8;276920;278208;s2;True
187;3;277882;279368;s1;False
216;5;278208;279496;s2;False
188;4;279368;280854;s1;False
217;6;279496;280784;s2;False
218;8;280784;282072;s2;False
189;9;280854;282340;s1;False
219;1;282072;283360;s2;True
190;3;282340;283826;s1;True
220;4;283360;284648;s2;False
191;5;283826;285312;s1;False
221;9;284648;285936;s2;False
192;2;285312;286798;s1;False
222;1;285936;287224;s2;False
193;8;286798;288284;s1;False
223;3;287224;288512;s2;False
194;9;288284;289770;s1;False
224;2;288512;289800;s2;True
195;4;289770;291256;s1;True
225;6;289800;291088;s2;False
226;1;291088;292376;s2;False
196;3;291256;292742;s1;False
227;9;292376;293664;s2;False
197;1;292742;294228;s1;False
228;2;293664;294952;s2;False
198;6;294228;295714;s1;False
229;3;294952;296240;s2;False
199;9;295714;297200;s1;True
230;4;296240;297528;s2;True
231;8;297528;298816;s2;False
