Event IDs;Stream of Trials;Time onsets;Time offsets;Stimulus;Conflicts
152;1;195776;197064;s2;False
132;2;196152;197638;s1;False
153;9;197064;198352;s2;False
133;4;197638;199124;s1;False
154;2;198352;199640;s2;False
134;8;199124;200610;s1;False
155;4;199640;200928;s2;False
135;9;200610;202096;s1;False
156;8;200928;202216;s2;False
136;1;202096;203582;s1;False
157;6;202216;203504;s2;False
158;3;203504;204792;s2;False
137;6;203582;205068;s1;False
159;5;204792;206080;s2;False
138;3;205068;206554;s1;False
160;4;206080;207368;s2;False
139;5;206554;208040;s1;False
161;2;207368;208656;s2;False
140;1;208040;209526;s1;True
162;4;208656;209944;s2;True
141;5;209526;211012;s1;True
163;9;209944;211232;s2;True
142;2;211012;212498;s1;False
164;6;211232;212520;s2;False
143;4;212498;213984;s1;False
165;5;212520;213808;s2;False
166;3;213808;215096;s2;False
144;6;213984;215470;s1;True
167;1;215096;216384;s2;True
145;4;215470;216956;s1;False
168;5;216384;217672;s2;False
146;2;216956;218442;s1;False
169;4;217672;218960;s2;False
147;3;218442;219928;s1;False
170;6;218960;220248;s2;False
148;5;219928;221414;s1;False
171;3;220248;221536;s2;False
149;6;221414;222900;s1;False
172;8;221536;222824;s2;False
173;1;222824;224112;s2;False
150;9;222900;224386;s1;False
174;2;224112;225400;s2;False
151;8;224386;225872;s1;False
175;9;225400;226688;s2;False
152;2;225872;227358;s1;False
176;8;226688;227976;s2;False
153;9;227358;228844;s1;False
177;3;227976;229264;s2;False
154;6;228844;230330;s1;True
178;2;229264;230552;s2;True
155;8;230330;231816;s1;False
179;5;230552;231840;s2;False
156;6;231816;233302;s1;True
180;9;231840;233128;s2;False
181;4;233128;234416;s2;True
157;5;233302;234788;s1;False
182;1;234416;235704;s2;True
158;9;234788;236274;s1;True
183;2;235704;236992;s2;False
159;5;236274;237760;s1;True
184;8;236992;238280;s2;True
160;2;237760;239246;s1;False
185;1;238280;239568;s2;False
161;9;239246;240732;s1;False
186;8;239568;240856;s2;False
162;3;240732;242218;s1;True
187;1;240856;242144;s2;True
188;4;242144;243432;s2;False
163;8;242218;243704;s1;False
189;2;243432;244720;s2;False
164;1;243704;245190;s1;False
190;3;244720;246008;s2;True
165;8;245190;246676;s1;True
191;9;246008;247296;s2;False
166;4;246676;248162;s1;False
192;6;247296;248584;s2;True
167;3;248162;249648;s1;True
193;9;248584;249872;s2;False
168;4;249648;251134;s1;False
194;2;249872;251160;s2;False
169;6;251134;252620;s1;False
195;5;251160;252448;s2;False
196;1;252448;253736;s2;False
170;4;252620;254106;s1;True
197;8;253736;255024;s2;True
171;5;254106;255592;s1;False
198;6;255024;256312;s2;False
172;3;255592;257078;s1;False
199;4;256312;257600;s2;False
173;9;257078;258564;s1;False
200;6;257600;258888;s2;False
174;3;258564;260050;s1;True
201;5;258888;260176;s2;True
175;2;260050;261536;s1;False
202;8;260176;261464;s2;False
203;3;261464;262752;s2;False
176;6;261536;263022;s1;False
204;5;262752;264040;s2;False
177;3;263022;264508;s1;False
205;4;264040;265328;s2;False
178;1;264508;265994;s1;False
206;2;265328;266616;s2;False
179;8;265994;267480;s1;False
207;9;266616;267904;s2;False
180;5;267480;268966;s1;False
208;6;267904;269192;s2;True
181;4;268966;270452;s1;True
209;1;269192;270480;s2;False
182;5;270452;271938;s1;True
210;3;270480;271768;s2;False
211;2;271768;273056;s2;True
183;9;271938;273424;s1;False
212;5;273056;274344;s2;False
184;3;273424;274910;s1;True
213;4;274344;275632;s2;True
185;8;274910;276396;s1;False
214;2;275632;276920;s2;True
186;1;276396;277882;s1;True
215;8;276920;278208;s2;False
187;3;277882;279368;s1;False
216;6;278208;279496;s2;False
188;4;279368;280854;s1;True
217;2;279496;280784;s2;True
218;9;280784;282072;s2;False
189;5;280854;282340;s1;False
219;8;282072;283360;s2;False
190;2;282340;283826;s1;False
220;5;283360;284648;s2;False
191;9;283826;285312;s1;True
221;4;284648;285936;s2;True
192;1;285312;286798;s1;False
222;6;285936;287224;s2;True
193;2;286798;288284;s1;True
223;3;287224;288512;s2;False
194;5;288284;289770;s1;False
224;8;288512;289800;s2;False
195;6;289770;291256;s1;True
225;4;289800;291088;s2;False
226;9;291088;292376;s2;True
196;4;291256;292742;s1;False
227;5;292376;293664;s2;False
197;3;292742;294228;s1;False
228;2;293664;294952;s2;False
198;8;294228;295714;s1;False
229;5;294952;296240;s2;True
199;6;295714;297200;s1;True
230;3;296240;297528;s2;False
231;1;297528;298816;s2;False
